影片名称,评分,类型,主演,上映日期,图片URL
海王,9.3,动作／奇幻／冒险,杰森·莫玛／安柏·赫德／威廉·达福,2018-12-07,https://p0.pipi.cn/mmdb/fb7386020fa51b339e8d33f18353fe873e4a1.jpg?imageView2/1/w/218/h/300
敢死队4：最终章,8.2,动作／冒险,杰森·斯坦森／西尔维斯特·史泰龙／50美分,2023-09-15 09:00,https://p0.pipi.cn/mmdb/fb7386dd3382ff300bbe2abf50553ffcc8519.jpg?imageView2/1/w/218/h/300
月光武士,暂无评分,剧情,左航／冯家妹／蔡珩,2023-12-15,https://p0.pipi.cn/mmdb/fb738692b1251bcbaeecd88d6e37d57cc3745.jpg?imageView2/1/w/218/h/300
小马宝莉：新世代,9.2,动画／冒险／家庭,凡妮莎·哈金斯／金可·格伦／虞书欣,2022-07-30 08:00,https://p0.pipi.cn/mmdb/25bfd6d7c69923d2369235777ef3a3aad278f.jpg?imageView2/1/w/218/h/300
离婚冷静期,暂无评分,剧情,,,https://p0.pipi.cn/mmdb/25bfd6d75bfc6951ba51ba48526befd39f6e2.jpg?imageView2/1/w/218/h/300
剧院魅影,8.0,剧情／悬疑／音乐,伯特·兰卡斯特／泰瑞·波罗／安德烈亚·费雷奥尔,1990-03-18,https://p0.pipi.cn/basicdata/54ecded78078d3030c0faf04d58826dc4a59f.jpg?imageView2/1/w/218/h/300
明日战记,9.1,动作／科幻／冒险,古天乐／刘青云／刘嘉玲,2022-08-05 10:00,https://p0.pipi.cn/mmdb/fb7386028ea51becd8030c1537061dcd60782.jpg?imageView2/1/w/218/h/300
坂本龙一：杰作,9.7,纪录片／音乐,坂本龙一,2024-05-31,https://p0.pipi.cn/mmdb/54ecde870fa2ff71f7c9fdc44debb48c986aa.jpg?imageView2/1/w/218/h/300
正义回廊,7.4,剧情／犯罪,杨伟伦／麦沛东／苏玉华,2022-10-27,https://p0.pipi.cn/mmdb/fb7386bedddc7e8ea37e12e86edf17c260e8e.png?imageView2/1/w/218/h/300
声之形,8.3,剧情／爱情／动画,早见沙织／入野自由／松冈茉优,2017-09-08,https://p0.pipi.cn/mmdb/d2dad5927e10fa395bf2aa7cd936690098967.jpg?imageView2/1/w/218/h/300
忠犬八公,9.2,剧情／家庭,大黄（中华田园犬）／冯小刚／陈冲,2023-03-31 18:00,https://p0.pipi.cn/mmdb/fb7386025bf0fad23cb12daf49eaf31cfc81a.jpg?imageView2/1/w/218/h/300
让子弹飞,8.5,剧情／喜剧／动作／西部,姜文／周润发／葛优,2010-12-16,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a357df52dda71848f04ce1.jpg?imageView2/1/w/218/h/300
妖猫传,7.5,爱情／奇幻,黄轩／染谷将太／张雨绮,2017-12-22,https://p0.pipi.cn/mmdb/25bfd6923385bf57e217898e8c3f2fa1d5bc4.png?imageView2/1/w/218/h/300
无名之辈,9.0,剧情／喜剧／犯罪,陈建斌／任素汐／潘斌龙,2018-11-16,https://p0.pipi.cn/mmdb/25bfd6027a333857e267cb4e6fbad916a5d6b.jpg?imageView2/1/w/218/h/300
中国乒乓之绝地反击,9.4,剧情／运动,邓超／孙俪／许魏洲,2023-02-17 09:00,https://p0.pipi.cn/mmdb/fb7386028ea51bc696d236c6bbfaa5c63447d.jpg?imageView2/1/w/218/h/300
信仰无敌,暂无评分,剧情,朱刚日尧／赵波／常荻,2024-07-15,https://p0.pipi.cn/mmdb/54ecded73385bf5bf1b860a1eb15dfa915e94.jpg?imageView2/1/w/218/h/300
头号玩家,9.0,动作／冒险／科幻,泰伊·谢里丹／奥利维亚·库克／本·门德尔松,2018-03-30,https://p0.pipi.cn/mmdb/d2dad5927e10fa51bad7c3896f4dc879a0c22.jpg?imageView2/1/w/218/h/300
007：无暇赴死,8.6,动作／冒险,丹尼尔·克雷格／安娜·德·阿玛斯／蕾雅·赛杜,2021-10-29,https://p0.pipi.cn/mmdb/d2dad5927e10fa87a9281e44becd6d1a4e3a7.jpg?imageView2/1/w/218/h/300
名侦探柯南剧场版 通往天国的倒计时 日语版,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a35bf02ffecd8b9f5e14253e20ff.jpg?imageView2/1/w/218/h/300
2024年巴黎奥运会赛事影院直播活动（开幕式）,暂无评分,运动／竞技,孙颖莎／马龙／陈梦,2024-07-27,https://p0.pipi.cn/basicdata/54ecded703051b925721f0b6ebe997d0597d3.jpg?imageView2/1/w/218/h/300
平凡英雄,9.3,剧情,李冰冰／冯绍峰／黄晓明,2022-09-30 14:00,https://p0.pipi.cn/mmdb/fb7386028ea51b281e57e224c168580b58069.jpg?imageView2/1/w/218/h/300
毒舌律师,9.1,剧情／喜剧,黄子华／谢君豪／王丹妮,2023-02-24 09:00,https://p0.pipi.cn/mmdb/fb7386be71fc7e50c8af33680b909b265d8f4.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
犯罪都市4,7.0,动作／惊悚／犯罪,马东锡／金武列／李东辉,2024-04-24,https://p0.pipi.cn/mmdb/54ecde8771f923395bcbaed7062217d165f59.jpg?imageView2/1/w/218/h/300
悲伤逆流成河,8.9,剧情／爱情／家庭,赵英博／任敏／辛云来,2018-09-21,https://p0.pipi.cn/mmdb/d2dad5925372ff51ba2ff76cd123c67fb7007.jpg?imageView2/1/w/218/h/300
新蝙蝠侠,8.0,剧情／动作／悬疑／犯罪,罗伯特·帕丁森／佐伊·克罗维兹／保罗·达诺,2022-03-18,https://p0.pipi.cn/mmdb/25bfd6870fa51b31399257dea6575e7700374.jpg?imageView2/1/w/218/h/300
一出好戏,8.2,剧情／喜剧,黄渤／舒淇／王宝强,2018-08-10,https://p0.pipi.cn/mmdb/d2dad59253751bb860923591dff2e7ecd6ae3.jpg?imageView2/1/w/218/h/300
碟中谍6：全面瓦解,9.0,动作／惊悚／冒险,汤姆·克鲁斯／亨利·卡维尔／文·瑞姆斯,2018-08-31,https://p0.pipi.cn/mmdb/d2dad5927e10fa2ff75015ae1de221b7dc328.jpg?imageView2/1/w/218/h/300
铁血战士：狩猎,6.7,动作／科幻／恐怖,安伯·明迪桑德 ／达寇塔·比弗／戴恩·迪利格罗,2022-08-05,https://p0.pipi.cn/mmdb/25bfd671339dddb860d23c75a1645b6999ac4.jpg?imageView2/1/w/218/h/300
叶问4：完结篇,9.3,动作／剧情／传记,甄子丹／吴樾／吴建豪,2019-12-20,https://p0.pipi.cn/mmdb/d2dad59203080711e5e19bb80ef84132bb043.jpg?imageView2/1/w/218/h/300
攀登者,9.4,剧情／冒险,吴京／章子怡／张译,2019-09-30,https://p0.pipi.cn/mmdb/d2dad5925375bf300b0e139575a92204798ed.jpg?imageView2/1/w/218/h/300
临时劫案,8.3,犯罪／喜剧,郭富城／林家栋／任贤齐,2024-01-19 18:00,https://p0.pipi.cn/mmdb/54ecde8d7e151bbe2a51ba781bcbf820f7a38.jpg?imageView2/1/w/218/h/300
摔跤吧！爸爸,9.8,喜剧／动作／传记／剧情,阿米尔·汗／沙克希·坦沃／法缇玛·萨那·纱卡,2017-05-05,https://p0.pipi.cn/mmdb/d2dad592e7a0e1537c3139c28ec3b5def86ae.jpg?imageView2/1/w/218/h/300
无名之辈2,暂无评分,剧情／喜剧,刘德华／陈明昊／屈楚萧,,https://p0.pipi.cn/mmdb/54ecde02339338c69667cbba48ffba62f7bec.jpg?imageView2/1/w/218/h/300
熊出没之年货,7.5,动画,张秉君／万丹青／张伟,2014-01-30,https://p0.pipi.cn/mmdb/d2dad59206d338cbaee19bdf71a1ff9141d44.jpg?imageView2/1/w/218/h/300
烟花,5.8,爱情／动画／奇幻,广濑铃／菅田将晖／松隆子,2017-12-01,https://p0.pipi.cn/mmdb/d2dad59253751b537c339e6c8dced3b13c832.jpg?imageView2/1/w/218/h/300
大话西游3,7.0,喜剧／爱情／奇幻,韩庚／唐嫣／吴京,2016-09-14,https://p0.pipi.cn/mmdb/d2dad592b12f2a030cddd2bf04eebc9848190.jpg?imageView2/1/w/218/h/300
倒数说爱你,9.0,爱情／奇幻,陈飞宇／周也／赵小棠,2023-04-28 16:00,https://p0.pipi.cn/mmdb/fb73868702fddd8ea306d643af89cdbee4058.jpg?imageView2/1/w/218/h/300
拿破仑,7.5,动作／冒险／传记,杰昆·菲尼克斯／凡妮莎·柯比／塔哈·拉希姆,2023-12-01 09:00,https://p0.pipi.cn/mmdb/fb7386928ea33850c8c696fa5301602bf05e8.jpg?imageView2/1/w/218/h/300
迷你特工队之汉堡大作战,8.3,动画,徐慧／徐刚／刘圣博,2023-11-11,https://p0.pipi.cn/mmdb/fb7386927a3b12be2ad7c30e35a824d5e957a.jpg?imageView2/1/w/218/h/300
哈利·波特与密室,8.8,奇幻／冒险／家庭／悬疑,丹尼尔·雷德克里夫／艾玛·沃特森／鲁伯特·格林特,2003-01-24,https://p0.pipi.cn/mmdb/25bfd633d7c06dd236c69646f89986a93b79e.jpg?imageView2/1/w/218/h/300
巨齿鲨,8.7,动作／冒险／科幻,杰森·斯坦森／李冰冰／雷恩·威尔森,2018-08-10,https://p0.pipi.cn/mmdb/d2dad5927e10fad236ddd2d863b10685a6961.jpg?imageView2/1/w/218/h/300
黑太阳731之死亡列车,4.3,剧情,朱刚／麦德罗／欧瑞伟,1994-10-23,https://p0.pipi.cn/basicdata/54ecded78070e157e211e59748833925fee43.jpg?imageView2/1/w/218/h/300
打黑风云,暂无评分,剧情／犯罪,,,https://p0.pipi.cn/mmdb/d2dad5925372ffc7ed02ff028665c072c808b.jpg?imageView2/1/w/218/h/300
金玉良缘红楼梦,7.3,剧情／爱情,张艾嘉／林青霞／米雪,1977-10-26,https://p0.pipi.cn/basicdata/54ecded7c690e1d236281e849e4445e25abd2.jpg?imageView2/1/w/218/h/300
反贪风暴5：最终章,8.4,犯罪／动作,古天乐／张智霖／郑嘉颖,2021-12-31 12:31,https://p0.pipi.cn/mmdb/fb7386028ea9232c951789eb430875905cb63.jpg?imageView2/1/w/218/h/300
名侦探柯南：深蓝色的海盗旗,6.4,剧情／动画／悬疑,高山南／山崎和佳奈／神谷明,2007-04-21,https://p0.pipi.cn/basicdata/54ecded78070e1b8600e13479de1bb1a10599.jpg?imageView2/1/w/218/h/300
建军大业,9.1,剧情／历史,刘烨／朱亚文／黄志忠,2017-07-28,https://p0.pipi.cn/mmdb/d2dad5927e10fab5359ab4fbf267556dd9cc4.jpg?imageView2/1/w/218/h/300
烛光里的妈妈,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a39ab030cf0ee1b7de5c426ebd77.jpg?imageView2/1/w/218/h/300
异形：汇合,4.8,动作／科幻／惊悚,卡罗琳·伊瓦里／斯蒂芬·布朗／塞德里克·乔纳森,2017-06-27,https://p0.pipi.cn/mmdb/d2dad59253751bd23c281e3f4a34491b4d63f.jpg?imageView2/1/w/218/h/300
重生,6.2,动作,大冢明夫／坂口拓／加藤雅也,2017-08-12,https://p0.pipi.cn/mmdb/d2dad59206df2a7a35ddd224d1297af6abe83.jpg?imageView2/1/w/218/h/300
我认识我妈妈,暂无评分,剧情,马思纯／白客／黄明昊,,https://p0.pipi.cn/basicdata/54ecded7c690e10faf57e20b7b27b234692b0.jpg?imageView2/1/w/218/h/300
机动奥特曼：崛起,6.4,喜剧／动作／科幻／动画,克里斯托弗·肖恩／渡边戈登／富田谭玲,2024-06-14,https://p0.pipi.cn/mmdb/54ecde71c69b1206d6300b26c929694fc4c0f.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
机动奥特曼：崛起,6.4,喜剧／动作／科幻／动画,克里斯托弗·肖恩／渡边戈登／富田谭玲,2024-06-14,https://p0.pipi.cn/mmdb/54ecde71c69b1206d6300b26c929694fc4c0f.jpg?imageView2/1/w/218/h/300
釜山行2：半岛,6.5,动作／惊悚／恐怖,姜栋元／李贞贤／权海骁,2020-07-01,https://p0.pipi.cn/basicdata/54ecded706d8d38ea3338f64d661e58e2d5a4.jpg?imageView2/1/w/218/h/300
生化危机：终章,8.5,动作／惊悚／科幻,米拉·乔沃维奇／伊恩·格雷／艾丽·拉特,2017-02-24,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12dbe123f61943ded9a51b.jpg?imageView2/1/w/218/h/300
二手杰作,8.5,剧情／喜剧,于和伟／郭麒麟／倪虹洁,2023-10-27 18:00,https://p0.pipi.cn/mmdb/fb738651b532ff0e133ba33fb8cff00145aa4.jpg?imageView2/1/w/218/h/300
海绵宝宝：营救大冒险,6.4,喜剧／动画／冒险,汤姆·肯尼／奥卡菲娜／劳伦斯先生,2020-08-07,https://p0.pipi.cn/mmdb/d2dad5927e10fae7aae19b284e06cca877a31.jpg?imageView2/1/w/218/h/300
阿莫阿依,暂无评分,剧情,耍惹阿佳／曲别阿伍／阿史尔罗,2024-03-16 09:00,https://p0.pipi.cn/mmdb/54ecde9af2a51b0faf300b05734373e78d484.jpg?imageView2/1/w/218/h/300
数码宝贝02：最初的召唤,7.0,动画,片山 福十郎／野田顺子／亚瑟·朗斯贝里,2024-04-20 09:00,https://p0.pipi.cn/mmdb/54ecde02f2a51b7a35cf3e28aed28bb67cc89.jpg?imageView2/1/w/218/h/300
西游记之再世妖王,8.4,动画／奇幻／动作,边江／张磊／蔡海婷,2021-04-03,https://p0.pipi.cn/mmdb/d2dad5927e10fa7a35e19bee61016953ad92b.jpg?imageView2/1/w/218/h/300
同中有异,7.0,剧情,Houn Pilot／To Savan／Srey Thoy,2010-01-21,https://p0.pipi.cn/basicdata/54ecded7e7a8d3281e281e10ba0343f87dd57.jpg?imageView2/1/w/218/h/300
叶问5,暂无评分,剧情,甄子丹,,https://p0.pipi.cn/mmdb/fb738687b123387e127e120529f80b6c68a90.png?imageView2/1/w/218/h/300
超级马力欧兄弟大电影,9.2,动作／喜剧／动画,克里斯·帕拉特／安雅·泰勒-乔伊／查理·戴,2023-04-05,https://p0.pipi.cn/mmdb/fb7386beb53ddd338f07ac311aa9711648537.jpg?imageView2/1/w/218/h/300
逆风而行,暂无评分,剧情,井柏然／庄达菲,,https://p0.pipi.cn/mmdb/54ecde027e1338f0eeb12d3b2e64c1699aaa1.jpg?imageView2/1/w/218/h/300
屋顶足球,暂无评分,剧情／励志／运动,唐良凤／谭新宇／史俊弦,2024-04-20 08:00,https://p0.pipi.cn/mmdb/54ecde9ac6951b7a3539dde9fff6f97a8f8b8.jpg?imageView2/1/w/218/h/300
黄雀在后！,8.1,犯罪／悬疑／剧情,冯绍峰／陶虹／黄觉,2024-04-03 18:00,https://p0.pipi.cn/mmdb/54ecde0202f06d923571f7618b51bcefbbc69.jpg?imageView2/1/w/218/h/300
熊出没注意,6.8,悬疑／喜剧,李乃文／刘天佐／王双宝,2010-10-01,https://p0.pipi.cn/mmdb/d2dad592b12f2a06d602ff1f00a730518c06c.jpg?imageView2/1/w/218/h/300
小花仙奇迹少女,8.8,动画／奇幻／冒险,醋醋／冯骏骅／谢添天,2021-08-21,https://p0.pipi.cn/mmdb/d2dad5927e10fa80770e13bf365b1a1e068c7.jpg?imageView2/1/w/218/h/300
匆匆那年,8.0,校园／爱情,彭于晏／倪妮／郑恺,2014-12-05,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7ed2c9573370caa87000f6.webp?imageView2/1/w/218/h/300
怦然心动,8.9,剧情／喜剧／爱情,玛德琳·卡罗尔／卡兰·麦克奥利菲／艾丹·奎因,2010-07-26,https://p0.pipi.cn/mmdb/d2dad592b122ff8d3387a93ccab6036f616c1.jpg?imageView2/1/w/218/h/300
鬼灭之刃 绊之奇迹 然后前往柱训练,7.1,动画,花江夏树／鬼头明里／下野纮,2024-02-02,https://p0.pipi.cn/basicdata/54ecded77e102f9235395b533b5799ccfdcc0.jpg?imageView2/1/w/218/h/300
攻壳机动队,8.1,动作／科幻／动画,田中敦子／山寺宏一／大木民夫,1995-11-18,https://p0.pipi.cn/mmdb/25bfd69233833851ba807764093f73fe7a627.png?imageView2/1/w/218/h/300
扫毒2天地对决,9.0,剧情／动作／悬疑／犯罪,刘德华／古天乐／苗侨伟,2019-07-05,https://p0.pipi.cn/mmdb/d2dad5925372ff338f0faf63f03387cb154d7.jpg?imageView2/1/w/218/h/300
蚁人与黄蜂女：量子狂潮,8.6,动作／冒险,保罗·路德／伊万杰琳·莉莉／乔纳森·梅杰斯,2023-02-17,https://p0.pipi.cn/mmdb/fb73868dc7e7e1d7c3be12af369873221cbec.jpg?imageView2/1/w/218/h/300
长江七号,8.3,喜剧／奇幻／家庭,周星驰／徐娇／张雨绮,2008-01-30,https://p0.pipi.cn/mmdb/d2dad592b1251be5bc17894a9e1241141c3e2.jpg?imageView2/1/w/218/h/300
龙马精神,9.0,动作／喜剧／剧情,成龙／刘浩存／郭麒麟,2023-04-07 09:00,https://p0.pipi.cn/mmdb/fb73860233906dc9fde5bceebc36096af5849.jpg?imageView2/1/w/218/h/300
恋爱的犀牛,暂无评分,,郭涛／吴越／李乃文,1999,https://p0.pipi.cn/mmdb/d2dad5920307e1339e92579dc33d2ea8e3a6c.jpg?imageView2/1/w/218/h/300
饮料超人,暂无评分,动画,郝祥海／陈喆／林强,2021-06-12,https://p0.pipi.cn/mmdb/d2dad5927a39abd23cc7edc62537cb0bbc3d4.jpg?imageView2/1/w/218/h/300
永不失联的爱,暂无评分,剧情／爱情,郭俊辰／孙伊涵／周彦辰,,https://p0.pipi.cn/mmdb/54ecde71b53923281e338f6fe27112a442e11.jpg?imageView2/1/w/218/h/300
江豚·风时舞,6.9,动画／爱情／奇幻,蔡海婷／谷江山／聂曦映,2024-01-20 09:00,https://p0.pipi.cn/mmdb/54ecde8d2c9c7ed7c321f0452789814a58ac8.jpg?imageView2/1/w/218/h/300
名侦探柯南 十年后的陌生人,7.3,动画,高山南／山口胜平／神谷明,2009-06-17,https://p0.pipi.cn/basicdata/54ecded7e7a8d37df567cbf3e8a2afc20e68a.jpg?imageView2/1/w/218/h/300
五等分的新娘 剧场版,8.0,动画,花泽香菜／竹达彩奈／伊藤美来,2022-05-20,https://p0.pipi.cn/mmdb/25bfd6dde7a5bf16bd7a356f30212747d83ed.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
名侦探柯南 十年后的陌生人,7.3,动画,高山南／山口胜平／神谷明,2009-06-17,https://p0.pipi.cn/basicdata/54ecded7e7a8d37df567cbf3e8a2afc20e68a.jpg?imageView2/1/w/218/h/300
风林火山,暂无评分,剧情／犯罪,梁家辉／金城武／刘青云,,https://p0.pipi.cn/mmdb/d2dad592b12f2a281e51bab7b9529245aeb39.jpg?imageView2/1/w/218/h/300
蜘蛛侠：英雄归来,8.2,动作／冒险／科幻,汤姆·赫兰德／迈克尔·基顿／小罗伯特·唐尼,2017-09-08,https://p0.pipi.cn/mmdb/d2dad5927e12ff281e16bd30ef51240e0436b.jpg?imageView2/1/w/218/h/300
熊出没之熊心归来,9.1,动画／冒险／喜剧,张伟／谭笑／刘沛,2016-01-16,https://p0.pipi.cn/mmdb/d2dad5927e10fa2ff739dd65dad27af6c0d37.webp?imageView2/1/w/218/h/300
蜘蛛侠3,8.5,动作／科幻／冒险,托比·马奎尔／克尔斯滕·邓斯特／詹姆斯·弗兰科,2007-05-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e57df5e62d1a2879ede85.jpg?imageView2/1/w/218/h/300
金刚川,9.4,战争／剧情／历史,张译／吴京／李九霄,2020-10-23 08:00,https://p0.pipi.cn/mmdb/d2dad5927a3be121f0338f4b3dd0bcafec4f3.jpg?imageView2/1/w/218/h/300
拆弹专家2,9.2,动作／犯罪,刘德华／刘青云／倪妮,2020-12-24 10:00,https://p0.pipi.cn/mmdb/d2dad5925372ff338f2ff7dee18ca5d93e71d.jpg?imageView2/1/w/218/h/300
误杀瞒天记,9.0,剧情／悬疑,阿贾耶·德乌干／塔布／施芮娅·萨兰,2022-04-15 18:00,https://p0.pipi.cn/mmdb/fb7386028ea923f0ee3ba3f4f93bda004506c.png?imageView2/1/w/218/h/300
TF家族「盛放」2024新春音乐会,暂无评分,音乐,左奇函／朱志鑫／张泽禹,,https://p0.pipi.cn/basicdata/54ecded7c698d387a9d7c352d2b213628484f.jpg?imageView2/1/w/218/h/300
疾速追杀4,7.5,动作／惊悚／犯罪,基努·里维斯／甄子丹／伊恩·麦柯肖恩,2023-03-24,https://p0.pipi.cn/mmdb/fb7386be5bfdddaf33af33482f36cdb642b4e.jpg?imageView2/1/w/218/h/300
我是哪吒,8.5,动画／冒险／奇幻,陶典／韩娇娇／刘垚,2016-10-01,https://p0.pipi.cn/mmdb/d2dad5927e10fa8077e5bc35bb2583de7d341.jpg?imageView2/1/w/218/h/300
古惑仔之人在江湖,8.4,动作／犯罪,郑伊健／陈小春／黎姿,1996-01-25,https://p0.pipi.cn/basicdata/54ecded78078d3b53506d6d779e0527b57dab.jpg?imageView2/1/w/218/h/300
养蜂人,8.9,动作／悬疑／剧情,杰森·斯坦森／乔什·哈切森／杰瑞米·艾恩斯,2024-01-12 18:00,https://p0.pipi.cn/mmdb/54ecde9a06d2ff7e1287a9a50d7b54e47c305.jpg?imageView2/1/w/218/h/300
名侦探柯南：沉默的15分钟,8.0,动画／悬疑,高山南／山崎和佳奈／小山力也,2011-11-04,https://p0.pipi.cn/mmdb/d2dad592b125bf230f2ff747699885c111ac6.jpg?imageView2/1/w/218/h/300
乘船而去,9.0,剧情／家庭,刘丹／葛兆美／吴洲凯,2024-04-12,https://p0.pipi.cn/mmdb/54ecde022ff339b860e7aa0ea47c0902f6b7f.jpg?imageView2/1/w/218/h/300
小猪佩奇过大年,6.0,喜剧／动画／家庭,朱亚文／刘芸／归亚蕾,2019-02-05,https://p0.pipi.cn/mmdb/d2dad5925370fa06d67e1278b529a4ea26d9b.jpg?imageView2/1/w/218/h/300
直到世界尽头,7.9,剧情／科幻,威廉·赫特／山姆·尼尔／索尔维格·多马尔坦,1991-09-12 01:00,https://p0.pipi.cn/basicdata/54ecded78070e116bdd236856c4f4a75f420f.jpg?imageView2/1/w/218/h/300
疯狂小世界,暂无评分,动画／冒险／合家欢,苏倩芸／张艺雯／张成杰,2023-06-22 10:00,https://p0.pipi.cn/mmdb/fb738633537923339e07ac40bd51ce892a802.jpg?imageView2/1/w/218/h/300
燃野少年的天空,8.8,青春／歌舞／喜剧,彭昱畅／许恩怡／张宥浩,2021-07-17,https://p0.pipi.cn/mmdb/fb73869a2c9c69f2aa71f77b85e0d525160ca.jpg?imageView2/1/w/218/h/300
百变马丁：怪兽大作战,暂无评分,动画／冒险,姚培华／童自荣／秦紫翼,2023-07-22,https://p0.pipi.cn/mmdb/fb7386d7d7c5bf338fc9fd264ca93058af63e.jpg?imageView2/1/w/218/h/300
儿童电影史话,7.5,纪录片,马克·卡曾斯,2013-06-22,https://p0.pipi.cn/basicdata/54ecded78078d311e5c7ed343840a551302c3.jpg?imageView2/1/w/218/h/300
X战警：黑凤凰,7.9,动作／冒险／科幻,苏菲·特纳／詹姆斯·麦卡沃伊／迈克尔·法斯宾德,2019-06-06,https://p0.pipi.cn/mmdb/d2dad5927e10fa030c5bf1d9b2e68d5eef636.jpg?imageView2/1/w/218/h/300
爆裂点,8.8,动作／警匪,张家辉／陈伟霆／梁洛施,2023-12-08 17:00,https://p0.pipi.cn/mmdb/fb738692e7a51b281e0fafcd39c13fb920be5.jpg?imageView2/1/w/218/h/300
外太空的莫扎特,8.4,奇幻／喜剧／家庭,黄渤／荣梓杉／莫扎特,2022-07-15 17:00,https://p0.pipi.cn/mmdb/fb7386028ea51bb8600faf93152545d6b5d48.jpg?imageView2/1/w/218/h/300
新警察故事,8.3,动作／犯罪／悬疑,成龙／谢霆锋／杨采妮,2004-09-24,https://p0.pipi.cn/mmdb/d2dad592b12338c9fde19bb94711712106641.jpg?imageView2/1/w/218/h/300
出门在外,暂无评分,喜剧／剧情／悬疑,包贝尔／李梦／杨皓宇,2024-04-12 18:00,https://p0.pipi.cn/basicdata/54ecded7ecdddd11e502ffd6e696126fe6a5f.jpg?imageView2/1/w/218/h/300
门锁,7.7,悬疑／犯罪／惊悚,白百何／白客／范丞丞,2021-11-19,https://p0.pipi.cn/mmdb/d2dad5922c9923f2aabe2ae513ff8f467a7fb.jpg?imageView2/1/w/218/h/300
指环王：王者无敌,9.4,剧情／动作／奇幻／冒险,伊莱贾·伍德／伊恩·麦克莱恩／肖恩·奥斯汀,2004-03-15,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea32ff7ff2c76bb3f3a51a.jpg?imageView2/1/w/218/h/300
绝地重生,暂无评分,历史／战争,王斑／侯祥玲／王韦智,2024-03-14,https://p0.pipi.cn/mmdb/54ecdebeb533385bf1338f7234c6d57ae7e1f.jpg?imageView2/1/w/218/h/300
摆渡人,7.8,喜剧／爱情,梁朝伟／金城武／陈奕迅,2016-12-23,https://p0.pipi.cn/mmdb/d2dad592b12f2a807702ffba725441fcb4caf.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
影片名称,评分,类型,主演,上映日期,图片URL
咒,6.6,恐怖,蔡亘晏／黄歆庭／高英轩,2022-03-18,https://p0.pipi.cn/basicdata/54ecded706d0e1d236cf3eca71e1986a92d09.jpg?imageView2/1/w/218/h/300
宝葫芦的秘密,6.2,动画／儿童／家庭,梁咏琪／朱祺隆／陈佩斯,2007-06-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a35230f9a40bb84b7c52a3.jpg?imageView2/1/w/218/h/300
名侦探柯南特典：怪盗基德诞生的秘密,暂无评分,剧情／悬疑／犯罪,高山南／山口胜平,2010-04-24,https://p0.pipi.cn/basicdata/54ecded7e7a0e106d63139c39d2187a688817.jpg?imageView2/1/w/218/h/300
哥斯拉2：怪兽之王,8.5,科幻／灾难／动作,哥斯拉／凯尔·钱德勒／维拉·法梅加,2019-05-31,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d0e1378594f103d08326.jpg?imageView2/1/w/218/h/300
